+------+--------------------+-------------+---------------+
| Rank |     Drug Name      | Target Name | Binding Score |
| 1435 |     Canniprene     |    Q9HB29   |      4.66     |
| 1436 |      Luteolin      |    Q8TD31   |      4.66     |
| 1437 |    Cannflavin C    |    Q53HY9   |      4.66     |
| 1438 | 6-prenylnaringenin |    B5A952   |      4.66     |
| 1439 |     Canniprene     |    Q9UP07   |      4.66     |
| 1440 |    Cannflavin A    |    P40189   |      4.66     |
| 1441 |    Cannflavin B    |    Q8TCW3   |      4.66     |
| 1442 |     Hesperetin     |    Q14789   |      4.66     |
| 1443 | 6-prenylnaringenin |    P02786   |      4.66     |
| 1444 |     Canniprene     |    Q12884   |      4.66     |
| 1445 | Cannabistilbene I  |    Q53HY9   |      4.66     |
| 1446 | 6-prenylnaringenin |    P14784   |      4.65     |
| 1447 |    Cannflavin C    |    Q14839   |      4.65     |
| 1448 |    Cannflavin C    |    I7H3Z5   |      4.65     |
| 1449 |     Canniprene     |    Q8TCW2   |      4.65     |
| 1450 |     Hesperetin     |    I7GY82   |      4.65     |
| 1451 |     Quercetin      |  A0A1Q2XDC9 |      4.65     |
| 1452 |     Hesperetin     |    C0LTP6   |      4.65     |
| 1453 |    Cannflavin B    |    Q8TCW4   |      4.65     |
| 1454 |     Quercetin      |    Q9Y2R2   |      4.65     |
| 1455 |    Cannflavin A    |    Q8TDP1   |      4.65     |
| 1456 |      Luteolin      |    B5A980   |      4.65     |
| 1457 |     Canniprene     |    P50148   |      4.65     |
| 1458 |    Cannflavin B    |    Q9BV73   |      4.65     |
| 1459 |    Cannflavin B    |    P02794   |      4.65     |
| 1460 |    Cannflavin B    |    Q8IV20   |      4.65     |
| 1461 |     Quercetin      |    Q96EB6   |      4.65     |
| 1462 |    Cannflavin B    |    Q01201   |      4.65     |
| 1463 |     Quercetin      |    Q9NZH6   |      4.65     |
| 1464 |     Hesperetin     |    B5A948   |      4.65     |
| 1465 | 6-prenylnaringenin |    Q9NRY4   |      4.65     |
| 1466 |      Luteolin      |    P50454   |      4.65     |
| 1467 |     Hesperetin     |    Q99571   |      4.65     |
| 1468 | Cannabistilbene I  |    P35590   |      4.65     |
| 1469 |    Cannflavin A    |    Q99542   |      4.65     |
| 1470 |    Cannflavin B    |    B5A940   |      4.65     |
| 1471 |     Hesperetin     |    P41159   |      4.65     |
| 1472 |     Quercetin      |    G3K0T4   |      4.65     |
| 1473 |    Cannflavin A    |    Q13501   |      4.65     |
| 1474 |      Luteolin      |    B5A979   |      4.65     |
| 1475 |     Canniprene     |    B5A978   |      4.64     |
| 1476 |    Cannflavin A    |    P78536   |      4.64     |
| 1477 | Cannabistilbene I  |    Q8NI89   |      4.64     |
| 1478 |      Luteolin      |    Q29983   |      4.64     |
| 1479 | Cannabistilbene I  |    O00329   |      4.64     |
| 1480 |    Cannflavin A    |    P40763   |      4.64     |
| 1481 | 6-prenylnaringenin |    P49747   |      4.64     |
| 1482 |     Canniprene     |    B5A962   |      4.64     |
| 1483 | Cannabistilbene I  |    P08581   |      4.64     |
| 1484 |      Luteolin      |    Q9NZH7   |      4.64     |
| 1485 |     Quercetin      |    O43586   |      4.64     |
| 1486 | Cannabistilbene I  |    I7H3Z5   |      4.64     |
| 1487 | Cannabistilbene I  |    Q4LE39   |      4.64     |
| 1488 | 6-prenylnaringenin |    B5A927   |      4.64     |
| 1489 |     Hesperetin     |    Q53HY9   |      4.64     |
| 1490 |     Hesperetin     |    A2VED1   |      4.64     |
| 1491 |     Hesperetin     |    Q8N4C6   |      4.64     |
| 1492 |     Canniprene     |    P40189   |      4.64     |
| 1493 |      Luteolin      |    Q03426   |      4.64     |
| 1494 | 6-prenylnaringenin |    O00421   |      4.64     |
| 1495 |    Cannflavin B    |    Q12884   |      4.64     |
| 1496 |     Hesperetin     |    A2NVP9   |      4.64     |
| 1497 |     Hesperetin     |    Q92633   |      4.64     |
| 1498 |      Luteolin      |    P02747   |      4.63     |
| 1499 |    Cannflavin C    |    Q03519   |      4.63     |
| 1500 | Cannabistilbene I  |    Q14839   |      4.63     |
| 1501 |     Quercetin      |  A0A1Q2XD95 |      4.63     |
| 1502 | Cannabistilbene I  |    Q03519   |      4.63     |
| 1503 |    Cannflavin B    |    P31994   |      4.63     |
| 1504 |    Cannflavin B    |    Q9HB29   |      4.63     |
| 1505 |    Cannflavin A    |    P09429   |      4.63     |
| 1506 |    Cannflavin C    |    Q8N6P7   |      4.63     |
| 1507 |    Cannflavin B    |    O14879   |      4.63     |
| 1508 |     Canniprene     |    Q8TDP1   |      4.63     |
| 1509 | Cannabistilbene I  |    Q8N6P7   |      4.63     |
| 1510 |     Quercetin      |    Q9UM07   |      4.63     |
| 1511 |    Cannflavin B    |    B5A982   |      4.63     |
| 1512 | 6-prenylnaringenin |    Q687X5   |      4.63     |
| 1513 |     Hesperetin     |    Q06187   |      4.63     |
| 1514 |     Canniprene     |    Q13501   |      4.63     |
| 1515 |     Canniprene     |    Q99542   |      4.63     |
| 1516 | 6-prenylnaringenin |    P29317   |      4.63     |
| 1517 | 6-prenylnaringenin |    Q04912   |      4.63     |
| 1518 |    Cannflavin C    |    A0N5G1   |      4.63     |
| 1519 |    Cannflavin C    |    A5LIN1   |      4.63     |
| 1520 |     Canniprene     |    P40763   |      4.63     |
| 1521 |    Cannflavin B    |    Q96GV9   |      4.63     |
| 1522 |     Canniprene     |    P78536   |      4.63     |
| 1523 |    Cannflavin C    |    O00421   |      4.62     |
| 1524 |    Cannflavin B    |    Q8NIA0   |      4.62     |
| 1525 |    Cannflavin A    |    Q8TD31   |      4.62     |
| 1526 |    Cannflavin A    |    P50454   |      4.62     |
| 1527 |    Cannflavin B    |    Q29980   |      4.62     |
| 1528 | Cannabistilbene I  |    A0N5G1   |      4.62     |
| 1529 |     Hesperetin     |    P35590   |      4.62     |
| 1530 |     Quercetin      |    E1CJT4   |      4.62     |
| 1531 | 6-prenylnaringenin |    Q13568   |      4.62     |
| 1532 |      Luteolin      |    P17706   |      4.62     |
| 1533 | Cannabistilbene I  |    Q9BZZ2   |      4.62     |
| 1534 | 6-prenylnaringenin |    P0DJI8   |      4.62     |
| 1535 |    Cannflavin C    |    Q9BZZ2   |      4.62     |
| 1536 |     Hesperetin     |    Q8NI89   |      4.62     |
| 1537 | 6-prenylnaringenin |    B5A930   |      4.62     |
| 1538 |      Luteolin      |    Q7LGC8   |      4.62     |
| 1539 |     Hesperetin     |    I7H3Z5   |      4.62     |
| 1540 |    Cannflavin A    |    B5A980   |      4.62     |
| 1541 |     Hesperetin     |    Q03519   |      4.62     |
| 1542 |    Cannflavin A    |    Q29983   |      4.62     |
| 1543 |    Cannflavin C    |    P17948   |      4.62     |
| 1544 |    Cannflavin C    |    P58397   |      4.62     |
| 1545 |    Cannflavin C    |    Q13444   |      4.62     |
| 1546 |      Luteolin      |    Q9UBC1   |      4.62     |
| 1547 | 6-prenylnaringenin |    P09603   |      4.61     |
| 1548 |     Hesperetin     |    P08581   |      4.61     |
| 1549 |    Cannflavin B    |    P40763   |      4.61     |
| 1550 |     Hesperetin     |    Q4LE39   |      4.61     |
| 1551 |      Luteolin      |    P04083   |      4.61     |
| 1552 |      Luteolin      |    P20963   |      4.61     |
| 1553 |    Cannflavin B    |    Q9Y2G2   |      4.61     |
| 1554 |     Hesperetin     |    Q8N6P7   |      4.61     |
| 1555 | Cannabistilbene I  |    A5LIN1   |      4.61     |
| 1556 |     Canniprene     |    P09429   |      4.61     |
| 1557 |    Cannflavin A    |    B5A979   |      4.61     |
| 1558 | 6-prenylnaringenin |    Q86VB7   |      4.61     |
| 1559 | Cannabistilbene I  |    Q9C000   |      4.61     |
| 1560 |     Hesperetin     |    O00329   |      4.61     |
| 1561 |    Cannflavin A    |    Q9NZH7   |      4.61     |
| 1562 |     Hesperetin     |    Q14839   |      4.61     |
| 1563 |      Luteolin      |    P29460   |      4.61     |
| 1564 |      Luteolin      |    Q96EB6   |      4.61     |
| 1565 |     Canniprene     |    P50454   |      4.61     |
| 1566 |    Cannflavin A    |    P02747   |      4.61     |
| 1567 |     Hesperetin     |    A0N5G1   |      4.61     |
| 1568 |    Cannflavin B    |    B5A963   |      4.61     |
| 1569 | Cannabistilbene I  |    Q13444   |      4.61     |
| 1570 |     Hesperetin     |    Q9C000   |      4.61     |
| 1571 |     Quercetin      |    P01903   |      4.61     |
| 1572 |      Luteolin      |    Q9NZH6   |      4.60     |
| 1573 |     Hesperetin     |    Q9BZZ2   |      4.60     |
| 1574 |    Cannflavin B    |    B5A958   |      4.60     |
| 1575 |     Canniprene     |    Q8TD31   |      4.60     |
| 1576 | Cannabistilbene I  |    A0N5G2   |      4.60     |
| 1577 |    Cannflavin A    |    Q03426   |      4.60     |
| 1578 | Cannabistilbene I  |    P17948   |      4.60     |
| 1579 | 6-prenylnaringenin |    B5A929   |      4.60     |
| 1580 |    Cannflavin B    |    Q9UP07   |      4.60     |
| 1581 |    Cannflavin C    |    B5A952   |      4.60     |
| 1582 |     Quercetin      |    Q9Y3Z3   |      4.60     |
| 1583 | Cannabistilbene I  |    B5A952   |      4.60     |
| 1584 | Cannabistilbene I  |    P58397   |      4.60     |
| 1585 |    Cannflavin B    |    P41240   |      4.60     |
| 1586 |     Canniprene     |    Q29983   |      4.60     |
| 1587 |     Quercetin      |    Q9Y5Q3   |      4.60     |
| 1588 |    Cannflavin B    |    P50148   |      4.60     |
| 1589 | 6-prenylnaringenin |    Q16552   |      4.60     |
| 1590 |     Quercetin      |    P36873   |      4.60     |
| 1591 |    Cannflavin B    |    Q8TCW2   |      4.60     |
| 1592 |     Hesperetin     |    A0N5G2   |      4.60     |
| 1593 |      Luteolin      |    O43586   |      4.60     |
| 1594 |     Canniprene     |    B5A980   |      4.60     |
| 1595 | Cannabistilbene I  |    O00421   |      4.60     |
| 1596 | Cannabistilbene I  |    Q8WVB3   |      4.60     |
| 1597 |    Cannflavin B    |    P50454   |      4.60     |
| 1598 |      Luteolin      |    B5A981   |      4.59     |
| 1599 | 6-prenylnaringenin |    B5A954   |      4.59     |
| 1600 |    Cannflavin C    |    P02786   |      4.59     |
| 1601 |     Canniprene     |    B5A979   |      4.59     |
| 1602 | 6-prenylnaringenin |    P19823   |      4.59     |
| 1603 |      Luteolin      |  A0A1Q2XDC9 |      4.59     |
| 1604 | 6-prenylnaringenin |    B5A936   |      4.59     |
| 1605 |    Cannflavin C    |    A0N5G2   |      4.59     |
| 1606 |      Luteolin      |    Q9Y2R2   |      4.59     |
| 1607 |    Cannflavin A    |    P17706   |      4.59     |
| 1608 |     Hesperetin     |    A5LIN1   |      4.59     |
| 1609 |    Cannflavin A    |    Q7LGC8   |      4.59     |
| 1610 |     Canniprene     |    Q9NZH7   |      4.59     |
| 1611 | Cannabistilbene I  |    P02786   |      4.59     |
| 1612 | 6-prenylnaringenin |    B5A953   |      4.59     |
| 1613 |    Cannflavin B    |    P40189   |      4.59     |
| 1614 |    Cannflavin A    |    P20963   |      4.59     |
| 1615 |     Hesperetin     |    Q8WVB3   |      4.59     |
| 1616 |     Canniprene     |    P02747   |      4.59     |
| 1617 |    Cannflavin B    |    B5A962   |      4.59     |
| 1618 |     Hesperetin     |    B5A952   |      4.59     |
| 1619 |      Luteolin      |    G3K0T4   |      4.59     |
| 1620 |      Luteolin      |    P51580   |      4.58     |
| 1621 |    Cannflavin B    |    B5A978   |      4.58     |
| 1622 | 6-prenylnaringenin |    Q6DN72   |      4.58     |
| 1623 |    Cannflavin C    |    Q9C000   |      4.58     |
| 1624 |    Cannflavin B    |    Q13501   |      4.58     |
| 1625 |    Cannflavin C    |    Q8WVB3   |      4.58     |
| 1626 |    Cannflavin A    |    Q9UBC1   |      4.58     |
| 1627 |    Cannflavin A    |    Q96EB6   |      4.58     |
| 1628 |     Canniprene     |    Q03426   |      4.58     |
| 1629 |    Cannflavin C    |    B5A927   |      4.58     |
| 1630 |     Hesperetin     |    Q13444   |      4.58     |
| 1631 |    Cannflavin A    |    P04083   |      4.58     |
| 1632 |     Quercetin      |    Q6Q5X5   |      4.58     |
| 1633 |    Cannflavin A    |    Q9NZH6   |      4.58     |
| 1634 | Cannabistilbene I  |    B5A927   |      4.58     |
| 1635 |    Cannflavin C    |    Q9NRY4   |      4.58     |
| 1636 | Cannabistilbene I  |    Q9NRY4   |      4.58     |
| 1637 | 6-prenylnaringenin |    Q96ER3   |      4.58     |
| 1638 | 6-prenylnaringenin |    G1UCX3   |      4.58     |
| 1639 |    Cannflavin C    |    Q04912   |      4.58     |
| 1640 |     Hesperetin     |    P58397   |      4.58     |
| 1641 |     Hesperetin     |    P17948   |      4.58     |
| 1642 |    Cannflavin B    |    Q8TDP1   |      4.58     |
| 1643 | 6-prenylnaringenin |    B5A934   |      4.58     |
| 1644 |    Cannflavin A    |    P29460   |      4.57     |
| 1645 |    Cannflavin C    |    Q687X5   |      4.57     |
| 1646 |    Cannflavin B    |    Q99542   |      4.57     |
| 1647 |    Cannflavin A    |    O43586   |      4.57     |
| 1648 |      Luteolin      |  A0A1Q2XD95 |      4.57     |
| 1649 | 6-prenylnaringenin |    Q30035   |      4.57     |
| 1650 |      Luteolin      |    Q9UM07   |      4.57     |
| 1651 |    Cannflavin C    |    P14784   |      4.57     |
| 1652 |     Canniprene     |    P17706   |      4.57     |
| 1653 | Cannabistilbene I  |    Q687X5   |      4.57     |
| 1654 |     Quercetin      |    P62140   |      4.57     |
| 1655 | Cannabistilbene I  |    P14784   |      4.57     |
| 1656 |    Cannflavin C    |    P49747   |      4.57     |
| 1657 |     Hesperetin     |    P02786   |      4.57     |
| 1658 |    Cannflavin C    |    P29317   |      4.57     |
| 1659 |     Canniprene     |    Q7LGC8   |      4.57     |
| 1660 | 6-prenylnaringenin |    B5A935   |      4.57     |
| 1661 |     Canniprene     |    P20963   |      4.57     |
| 1662 | Cannabistilbene I  |    P49747   |      4.57     |
| 1663 |     Hesperetin     |    O00421   |      4.57     |
| 1664 |      Luteolin      |    E1CJT4   |      4.56     |
| 1665 |     Hesperetin     |    B5A927   |      4.56     |
| 1666 |    Cannflavin B    |    P78536   |      4.56     |
| 1667 | 6-prenylnaringenin |    B5A931   |      4.56     |
| 1668 |     Canniprene     |    Q96EB6   |      4.56     |
| 1669 |     Canniprene     |    Q9UBC1   |      4.56     |
| 1670 |     Hesperetin     |    Q9NRY4   |      4.56     |
| 1671 |     Canniprene     |    Q9NZH6   |      4.56     |
| 1672 | 6-prenylnaringenin |    B5A933   |      4.56     |
| 1673 |      Luteolin      |    Q9Y3Z3   |      4.56     |
| 1674 |    Cannflavin C    |    P0DJI8   |      4.56     |
| 1675 |     Canniprene     |    P04083   |      4.56     |
| 1676 | 6-prenylnaringenin |    Q86TM6   |      4.56     |
| 1677 |    Cannflavin A    |  A0A1Q2XDC9 |      4.56     |
| 1678 |    Cannflavin B    |    Q29983   |      4.56     |
| 1679 |    Cannflavin A    |    B5A981   |      4.56     |
| 1680 |    Cannflavin A    |    Q9Y2R2   |      4.56     |
| 1681 | Cannabistilbene I  |    P29317   |      4.56     |
| 1682 |    Cannflavin B    |    P09429   |      4.56     |
| 1683 | Cannabistilbene I  |    Q04912   |      4.56     |
| 1684 |     Hesperetin     |    Q687X5   |      4.56     |
| 1685 |     Canniprene     |    O43586   |      4.56     |
| 1686 |      Luteolin      |    Q9Y5Q3   |      4.56     |
| 1687 | 6-prenylnaringenin |    P20810   |      4.56     |
| 1688 | 6-prenylnaringenin |    B5A951   |      4.55     |
| 1689 |     Quercetin      |    Q9NPA9   |      4.55     |
| 1690 |     Canniprene     |    P29460   |      4.55     |
| 1691 |     Quercetin      |    P62136   |      4.55     |
| 1692 |    Cannflavin A    |    G3K0T4   |      4.55     |
| 1693 |     Hesperetin     |    P14784   |      4.55     |
| 1694 | Cannabistilbene I  |    Q86VB7   |      4.55     |
| 1695 |    Cannflavin C    |    Q13568   |      4.55     |
| 1696 | 6-prenylnaringenin |    B5A937   |      4.55     |
| 1697 | Cannabistilbene I  |    Q13568   |      4.55     |
| 1698 |    Cannflavin A    |    P51580   |      4.55     |
| 1699 | 6-prenylnaringenin |    P53621   |      4.55     |
| 1700 | Cannabistilbene I  |    P0DJI8   |      4.55     |
| 1701 |    Cannflavin C    |    P45452   |      4.55     |
| 1702 |    Cannflavin B    |    Q8TD31   |      4.55     |
| 1703 | 6-prenylnaringenin |    Q92805   |      4.55     |
| 1704 |    Cannflavin B    |    Q7LGC8   |      4.55     |
| 1705 | 6-prenylnaringenin |    B5A924   |      4.55     |
| 1706 | 6-prenylnaringenin |    B5A939   |      4.55     |
| 1707 |    Cannflavin B    |    Q9NZH6   |      4.54     |
| 1708 |    Cannflavin A    |    Q9UM07   |      4.54     |
| 1709 |    Cannflavin A    |  A0A1Q2XD95 |      4.54     |
| 1710 | 6-prenylnaringenin |    B5A960   |      4.54     |
| 1711 |    Cannflavin B    |    O43586   |      4.54     |
| 1712 |      Luteolin      |    P01903   |      4.54     |
| 1713 |     Quercetin      |    O95865   |      4.54     |
| 1714 |     Hesperetin     |    P49747   |      4.54     |
| 1715 |    Cannflavin B    |    B5A980   |      4.54     |
| 1716 |    Cannflavin B    |    P02747   |      4.54     |
| 1717 |    Cannflavin B    |    Q96EB6   |      4.54     |
| 1718 |    Cannflavin C    |    Q16552   |      4.54     |
| 1719 |    Cannflavin C    |    Q86VB7   |      4.54     |
| 1720 | Cannabistilbene I  |    Q16552   |      4.54     |
| 1721 |     Hesperetin     |    Q86VB7   |      4.54     |
| 1722 |    Cannflavin C    |    P09603   |      4.54     |
| 1723 | 6-prenylnaringenin |    P54762   |      4.54     |
| 1724 | 6-prenylnaringenin |    P45452   |      4.54     |
| 1725 | 6-prenylnaringenin |    P21709   |      4.54     |
| 1726 | Cannabistilbene I  |    P09603   |      4.54     |
| 1727 |     Hesperetin     |    P29317   |      4.54     |
| 1728 |     Canniprene     |    B5A981   |      4.54     |
| 1729 |     Canniprene     |  A0A1Q2XDC9 |      4.54     |
| 1730 |    Cannflavin C    |    B5A930   |      4.54     |
| 1731 | 6-prenylnaringenin |    P01375   |      4.54     |
| 1732 |    Cannflavin A    |    Q9Y3Z3   |      4.54     |
| 1733 | 6-prenylnaringenin |    Q9H015   |      4.54     |
| 1734 | Cannabistilbene I  |    B5A930   |      4.54     |
| 1735 |     Canniprene     |    Q9Y2R2   |      4.54     |
| 1736 |    Cannflavin B    |    P20963   |      4.54     |
| 1737 | 6-prenylnaringenin |    B5A938   |      4.54     |
| 1738 | Cannabistilbene I  |    P48736   |      4.54     |
| 1739 |    Cannflavin B    |    Q9NZH7   |      4.54     |
| 1740 | 6-prenylnaringenin |    Q9NV23   |      4.53     |
| 1741 |     Hesperetin     |    Q13568   |      4.53     |
| 1742 |    Cannflavin A    |    Q9Y5Q3   |      4.53     |
| 1743 | 6-prenylnaringenin |    Q5VWK5   |      4.53     |
| 1744 |     Hesperetin     |    Q04912   |      4.53     |
| 1745 |     Canniprene     |    G3K0T4   |      4.53     |
| 1746 |    Cannflavin A    |    E1CJT4   |      4.53     |
| 1747 | 6-prenylnaringenin |    Q86YJ6   |      4.53     |
| 1748 |     Quercetin      |    Q9HAT2   |      4.53     |
| 1749 |    Cannflavin B    |    B5A979   |      4.53     |
| 1750 | Cannabistilbene I  |    P19823   |      4.53     |
| 1751 |     Canniprene     |    P51580   |      4.53     |
| 1752 | Cannabistilbene I  |    Q6DN72   |      4.53     |
| 1753 |    Cannflavin B    |    Q03426   |      4.53     |
| 1754 |     Hesperetin     |    P0DJI8   |      4.53     |
| 1755 |     Canniprene     |    Q9UM07   |      4.53     |
| 1756 |     Canniprene     |  A0A1Q2XD95 |      4.53     |
| 1757 |     Hesperetin     |    Q16552   |      4.53     |
| 1758 | 6-prenylnaringenin |    Q01201   |      4.53     |
| 1759 |      Luteolin      |    P36873   |      4.52     |
| 1760 |     Hesperetin     |    P09603   |      4.52     |
| 1761 |    Cannflavin C    |    B5A929   |      4.52     |
| 1762 | Cannabistilbene I  |    B5A929   |      4.52     |
| 1763 |    Cannflavin C    |    Q6DN72   |      4.52     |
| 1764 |     Hesperetin     |    P19823   |      4.52     |
| 1765 |     Hesperetin     |    B5A930   |      4.52     |
| 1766 | 6-prenylnaringenin |    A0N5G3   |      4.52     |
| 1767 |     Canniprene     |    Q9Y3Z3   |      4.52     |
| 1768 | 6-prenylnaringenin |    Q9NY25   |      4.52     |
| 1769 | 6-prenylnaringenin |    O14802   |      4.52     |
| 1770 |    Cannflavin C    |    P19823   |      4.52     |
| 1771 |      Luteolin      |    Q6Q5X5   |      4.52     |
| 1772 |     Canniprene     |    Q9Y5Q3   |      4.52     |
| 1773 | 6-prenylnaringenin |    O15553   |      4.52     |
| 1774 | 6-prenylnaringenin |    P40763   |      4.52     |
| 1775 |     Hesperetin     |    P48736   |      4.52     |
| 1776 | 6-prenylnaringenin |    Q14765   |      4.51     |
| 1777 | 6-prenylnaringenin |    Q8IUL8   |      4.51     |
| 1778 |     Hesperetin     |    Q6DN72   |      4.51     |
| 1779 | 6-prenylnaringenin |    P20333   |      4.51     |
| 1780 |      Luteolin      |    Q9NPA9   |      4.51     |
| 1781 | 6-prenylnaringenin |    P18510   |      4.51     |
| 1782 |     Canniprene     |    E1CJT4   |      4.51     |
| 1783 |    Cannflavin A    |    P01903   |      4.51     |
| 1784 |      Luteolin      |    P62140   |      4.51     |
| 1785 |    Cannflavin C    |    B5A936   |      4.51     |
| 1786 |    Cannflavin C    |    P48736   |      4.51     |
| 1787 |    Cannflavin C    |    B5A954   |      4.51     |
| 1788 | Cannabistilbene I  |    B5A936   |      4.51     |
| 1789 | Cannabistilbene I  |    B5A954   |      4.51     |
| 1790 |    Cannflavin B    |    Q9UBC1   |      4.51     |
| 1791 | Cannabistilbene I  |    P45452   |      4.51     |
| 1792 |     Quercetin      |    Q32MQ0   |      4.51     |
| 1793 | 6-prenylnaringenin |    Q93099   |      4.51     |
| 1794 | 6-prenylnaringenin |    P50281   |      4.51     |
| 1795 |    Cannflavin B    |    Q9Y3Z3   |      4.51     |
| 1796 |    Cannflavin C    |    P20810   |      4.51     |
| 1797 |    Cannflavin B    |    P04083   |      4.51     |
| 1798 |    Cannflavin C    |    B5A953   |      4.51     |
| 1799 |    Cannflavin C    |    Q96ER3   |      4.51     |
| 1800 |    Cannflavin C    |    G1UCX3   |      4.51     |
| 1801 | Cannabistilbene I  |    B5A953   |      4.51     |
| 1802 |    Cannflavin B    |    Q9Y5Q3   |      4.50     |
| 1803 | Cannabistilbene I  |    Q96ER3   |      4.50     |
| 1804 | Cannabistilbene I  |    G1UCX3   |      4.50     |
| 1805 |     Hesperetin     |    B5A929   |      4.50     |
| 1806 | 6-prenylnaringenin |    B5A941   |      4.50     |
| 1807 | 6-prenylnaringenin |    K4RH61   |      4.50     |
| 1808 |    Cannflavin B    |    P17706   |      4.50     |
| 1809 |      Luteolin      |    O95865   |      4.50     |
| 1810 | 6-prenylnaringenin |    Q12884   |      4.50     |
| 1811 |    Cannflavin B    |    P29460   |      4.50     |
| 1812 |    Cannflavin B    |  A0A1Q2XDC9 |      4.50     |
| 1813 |    Cannflavin B    |    Q9Y2R2   |      4.50     |
| 1814 |    Cannflavin C    |    Q30035   |      4.50     |
| 1815 | 6-prenylnaringenin |    B5A959   |      4.50     |
| 1816 | Cannabistilbene I  |    Q30035   |      4.50     |
| 1817 | 6-prenylnaringenin |    Q12841   |      4.50     |
| 1818 |    Cannflavin C    |    B5A934   |      4.50     |
| 1819 | 6-prenylnaringenin |    Q08334   |      4.49     |
| 1820 | Cannabistilbene I  |    B5A934   |      4.49     |
| 1821 |    Cannflavin B    |    G3K0T4   |      4.49     |
| 1822 |    Cannflavin C    |    B5A924   |      4.49     |
| 1823 |     Hesperetin     |    B5A936   |      4.49     |
| 1824 |    Cannflavin C    |    Q92805   |      4.49     |
| 1825 |     Hesperetin     |    B5A954   |      4.49     |
| 1826 |     Canniprene     |    P01903   |      4.49     |
| 1827 |    Cannflavin C    |    B5A951   |      4.49     |
| 1828 |    Cannflavin A    |    P36873   |      4.49     |
| 1829 |    Cannflavin B    |  A0A1Q2XD95 |      4.49     |
| 1830 |    Cannflavin A    |    Q9NPA9   |      4.49     |
| 1831 |      Luteolin      |    Q9HAT2   |      4.49     |
| 1832 |    Cannflavin C    |    B5A935   |      4.49     |
| 1833 | 6-prenylnaringenin |    Q92743   |      4.49     |
| 1834 |     Quercetin      |    O43734   |      4.49     |
| 1835 |    Cannflavin B    |    Q9UM07   |      4.49     |
| 1836 | Cannabistilbene I  |    B5A935   |      4.49     |
| 1837 |     Hesperetin     |    B5A953   |      4.49     |
| 1838 |     Hesperetin     |    Q96ER3   |      4.49     |
| 1839 |     Hesperetin     |    G1UCX3   |      4.49     |
| 1840 | Cannabistilbene I  |    P20810   |      4.49     |
| 1841 |      Luteolin      |    P62136   |      4.49     |
| 1842 | Cannabistilbene I  |    B5A951   |      4.49     |
| 1843 | Cannabistilbene I  |    P53621   |      4.49     |
| 1844 |    Cannflavin A    |    Q6Q5X5   |      4.49     |
| 1845 | 6-prenylnaringenin |    Q9BYX4   |      4.48     |
| 1846 |    Cannflavin C    |    B5A931   |      4.48     |
| 1847 | 6-prenylnaringenin |    P09326   |      4.48     |
| 1848 | Cannabistilbene I  |    B5A931   |      4.48     |
| 1849 |    Cannflavin C    |    B5A960   |      4.48     |
| 1850 |    Cannflavin C    |    B5A933   |      4.48     |
| 1851 | Cannabistilbene I  |    B5A933   |      4.48     |
| 1852 | 6-prenylnaringenin |    B5A943   |      4.48     |
| 1853 |    Cannflavin C    |    P01375   |      4.48     |
| 1854 |     Hesperetin     |    Q30035   |      4.48     |
| 1855 |    Cannflavin B    |    B5A981   |      4.48     |
| 1856 | 6-prenylnaringenin |    P55085   |      4.48     |
| 1857 |    Cannflavin C    |    P54762   |      4.48     |
| 1858 | 6-prenylnaringenin |    P11021   |      4.48     |
| 1859 | Cannabistilbene I  |    Q92805   |      4.48     |
| 1860 |    Cannflavin A    |    P62140   |      4.48     |
| 1861 |    Cannflavin C    |    Q86TM6   |      4.48     |
| 1862 |     Hesperetin     |    P53621   |      4.48     |
| 1863 |     Hesperetin     |    B5A934   |      4.48     |
| 1864 | Cannabistilbene I  |    Q86TM6   |      4.48     |
| 1865 | Cannabistilbene I  |    B5A924   |      4.48     |
| 1866 | 6-prenylnaringenin |    P50454   |      4.48     |
| 1867 |    Cannflavin A    |    O95865   |      4.48     |
| 1868 | 6-prenylnaringenin |    Q9HB29   |      4.48     |
| 1869 | Cannabistilbene I  |    B5A960   |      4.48     |
| 1870 |    Cannflavin C    |    Q86YJ6   |      4.48     |
| 1871 |     Hesperetin     |    P45452   |      4.48     |
| 1872 | Cannabistilbene I  |    Q9H015   |      4.47     |
| 1873 |    Cannflavin C    |    P53621   |      4.47     |
| 1874 |     Canniprene     |    Q9NPA9   |      4.47     |
| 1875 |     Hesperetin     |    B5A935   |      4.47     |
| 1876 | 6-prenylnaringenin |    P05109   |      4.47     |
| 1877 |    Cannflavin C    |    B5A937   |      4.47     |
| 1878 | 6-prenylnaringenin |    Q9HCJ1   |      4.47     |
| 1879 | 6-prenylnaringenin |    Q9BUI4   |      4.47     |
| 1880 |     Canniprene     |    P36873   |      4.47     |
| 1881 | Cannabistilbene I  |    B5A937   |      4.47     |
| 1882 | Cannabistilbene I  |    P54762   |      4.47     |
| 1883 |    Cannflavin B    |    P51580   |      4.47     |
| 1884 | 6-prenylnaringenin |    Q8IV20   |      4.47     |
| 1885 |    Cannflavin B    |    E1CJT4   |      4.47     |
| 1886 | 6-prenylnaringenin |    P54760   |      4.47     |
| 1887 |      Luteolin      |    Q32MQ0   |      4.47     |
| 1888 | 6-prenylnaringenin |    Q9NSU2   |      4.47     |
